,stopword,rating,sentiment
1588,scen suka hengklo buru kerja jd telat deh nunggu,3.0,negative
1589,daftar klik tuju size font,1.0,negative
1590,saing manfaat daftar online ngak ribet ,5.0,positive
1591,sampah bikin aplikasi sistem kebut malam kali ya tombol tuju font hp tolong tim ui nya d bina,1.0,negative
1592,sampe udah lom muncul sertipikat vaksin gi nya biar muncul,3.0,negative
1593,bagus kasih bintang,5.0,positive
1594,bagus murid checkin kendala suka error pas checkin suka susah buka moga cepat,4.0,positive
1595,bagus apl bantu tau vaksin,5.0,positive
1596,bagus aplikasi,5.0,positive
1597,bagus aplikasi mantap,5.0,positive
1598,bagus maju,5.0,positive
1599,bagus dgn data yg lengkap smua jwb akn erti trimakasih pedulilindungi,5.0,positive
1600,bagus mudah,5.0,positive
1601,bagus mambantu,5.0,positive
1602,bagus simple cepat informasi nya,5.0,positive
1603,bagus sehat aman,5.0,positive
1604,bagusbermanfaat banget biar klw kmna  tinggl scan aj wk,5.0,positive
1605,bagusdegan aplikasi mudah lihat sertifikat vaksin,5.0,positive
1606,bagus mari kitaaa sukses peduli lindung,5.0,positive
1607,bantu dngn memudahkn dsgla akses,5.0,positive
1608,bantu terima kasih peduli lindung sukses trus jaya terima kasih,5.0,positive
1609,bantu cepat info mksh,5.0,positive
1610,pergi sehat,5.0,positive
1611,bantu tanggulang covit impormasi akurat,5.0,positive
1612,seka,5.0,positive
1613,,5.0,positive
1614,fihak sehat amin tangguh kuat sehat sukses,5.0,positive
1615,manfaat,5.0,positive
1616,,5.0,positive
1617,informasi covid anjur kait cegah laksana msemoga aplikasi duli lindung ganda lindung masyarakat indonesia,5.0,positive
1618,bergunadan bermanpaat rimakasih,5.0,positive
1619,bermamfaat informasi,5.0,positive
1620,manfaat,3.0,positive
1621,manfaat,5.0,positive
1622,manfaat,5.0,positive
1623,manfaat,5.0,positive
1624,manfaat,5.0,positive
1625,manfaat,5.0,positive
1626,manfaat,5.0,positive
1627,manfaat,5.0,positive
1628,manfaat,5.0,positive
1629,manfaat,5.0,positive
1630,manfaat,5.0,positive
1631,manfaat,5.0,positive
1632,manfaat manusia d pelosok dunia,4.0,positive
1633,manfaat,4.0,positive
1634,manfaat,5.0,positive
1635,manfaat manfaat masyarakat ambil untung masyarakat,5.0,positive
1636,manfaat bantu,5.0,positive
1637,manfaat aplikasi ecek sertifikat vaksinnasi covid kendala terima sertifikat vaksinasi sertifikat jalan vaksin masuk sertifikat nya mohon aplikasi mohon terima kasih,4.0,positive
1638,manfaat,5.0,positive
1639,manfaat,5.0,positive
1640,manfaat terimakasih peduli lindung,5.0,positive
1641,manfaat moga,5.0,positive
1642,manfaat,5.0,positive
1643,bermanpaat,5.0,positive
1644,prestasi,5.0,positive
1645,buruk gagal data sesuai loading lambat aplikasi yg wajib layan buruk,1.0,negative
1646,buruk sulit sisitim daftar,2.0,negative
1647,buruk aplikasi nya ajar,1.0,negative
1648,buruk sdh vaksin sertifikat ga muncul,1.0,negative
1649,buruk solusi buruk,1.0,negative
1650,buruk data ulang kali nik data lengkap tulis data,1.0,negative
1651,buruk vaksin dosis status muncul,1.0,negative
1652,buruk mudah eror apk yg bekerjasama perintah sedih,1.0,negative
1653,burukngak buka,1.0,negative
1654,butuh,5.0,positive
1655,,5.0,positive
1656,efiseien bantu,5.0,positive
1657,hancur negeri ku tercintasusah cari lokasi vaksin cari aplikasi inimalah aplikasi gak gak bisahanya manfaat orang suruh vaksin aplikasi nya nggak pake sekaliii lihat sertifikat vaksin ya tuhan sembuh aplikasi susah orang,1.0,negative
1658,kecewa apl nya ga bukamenurut unjuk smsdownload apl initapi nyata ga,1.0,negative
1659,membabtu vaksin covid,5.0,positive
1660,bantu,5.0,positive
1661,bantu mudah,5.0,positive
1662,bantu aplikasi pedulilidungi,5.0,positive
1663,bantu laku giat publik jg dlm laku jalan jarak,5.0,positive
1664,bantu apkikasi sip cap jempol,5.0,positive
1665,bantu bukti bawa vaksin,5.0,positive
1666,bantu bagus,5.0,positive
1667,bantu bgt,4.0,positive
1668,bantu yg kerja,5.0,positive
1669,bantu informasi vaksi nasi swep informasi covid terimaskis,5.0,positive
1670,bantu jalan,5.0,positive
1671,bantu proses jalan,3.0,positive
1672,bantu kendala,4.0,positive
1673,bantu aman,5.0,positive
1674,bantu mudah,5.0,positive
1675,bantu manfaat,5.0,positive
1676,bantu ribet,5.0,positive
1677,bantu lindung sehat,5.0,positive
1678,bantu nya kasih bintang,5.0,positive
1679,bantu mantap,5.0,positive
1680,bantu masyarakat aplikasi trims,5.0,positive
1681,bantu informasi,5.0,positive
1682,bantu cepat layan jamin sehat klien,2.0,positive
1683,bantu,5.0,positive
1684,bantu terbang,5.0,positive
1685,bantu,5.0,positive
1686,bantu beraktifitas,5.0,positive
1687,bantu,5.0,positive
1688,bantu,5.0,positive
1689,bantu,5.0,positive
1690,bantu,5.0,positive
1691,bantu,5.0,positive
1692,bantu,5.0,positive
1693,bantu,5.0,positive
1694,bantu aplikasi,5.0,positive
1695,bantu dlm jalan pesawat dn jalan,5.0,positive
1696,bantu,5.0,positive
1697,bantu tolong tingkat keamananya,4.0,positive
1698,bantu trimakasih,5.0,positive
1699,bantu u cari info,5.0,positive
1700,bantu pergi,5.0,positive
1701,bantu mudah,5.0,positive
1702,bantu sebar covid pasien yg papar cepat deteksi,5.0,positive
1703,bantu data daftar vaksin ganti kartu vaksinasi,5.0,positive
1704,bantu proses lancar pergi belanja dimall giat sosial nya,5.0,positive
1705,bantu utk orang ayo vaksin,5.0,positive
1706,bantu yenksss,5.0,positive
1707,bantu aplikasi perintah bantu pergi rawan bantu orangorang jaga,5.0,positive
1708,bantu salam sehat,5.0,positive
1709,bantu,5.0,positive
1710,membantuterimakasih,4.0,positive
1711,bantu,5.0,positive
1712,bantu moga aplikasi,5.0,positive
1713,bantu terimakasih,5.0,positive
1714,bantu thx,5.0,positive
1715,membantumantap,5.0,positive
1716,membantumffsementara kasihh bintang,5.0,positive
1717,batu dlm layan covid,5.0,positive
1718,batu,5.0,positive
1719,batu hilang sertifikat vaksinmakasi min,5.0,positive
1720,batu cepat normalisasi covid moga corona covid cepat hilang dunia,5.0,positive
1721,muas,5.0,positive
1722,muas,5.0,positive
1723,muas,5.0,positive
1724,mudah dlm bantu utk temu yg sehat,5.0,positive
1725,mudah lihat sertifikat vaksin masuk mall lalai pegawai cetak sertifikat vaksin nama nik sesuai nik nama tukar orang kadang operator dinas solusi urus tolong lalai pegawai,5.0,positive
1726,mudah,5.0,positive
1727,mudah aplikasi,5.0,positive
1728,men bantu,5.0,positive
1729,dukung,5.0,positive
1730,kecewa baharu macet selesa baharu hallo hallo devploper bisu gak tanggung aplikasi pedulilindung,1.0,negative
1731,senang,5.0,positive
1732,sulit sertifikat vaksin muncul aplikasi tibatiba aplikasi,1.0,negative
1733,mndukungtrimaksih ap likas peduli lindung,4.0,positive
1734,mudah digunakanayo instal kawan,4.0,positive
1735,mudah operasi brovo,5.0,positive
1736,mudah,1.0,positive
1737,mudah,1.0,positive
1738,mudah praktis efisien,5.0,positive
1739,nyaman pergi aplikasi peduli lindung pandemi indonesia terbang domestik,5.0,positive
1740,,5.0,positive
1741,puas bagus cepat akurat mantap jos,5.0,positive
1742,puas bantu makasih,4.0,positive
1743,puas dgn nya pedulilindungi,4.0,positive
1744,jelek apk ny renti ga pakek,1.0,negative
1745,kecewasetiap klik sertifikatselalu nik daftar vaksinpastikan vaksin,1.0,negative
1746,bantu bro,5.0,positive
1747,suka bantu,5.0,positive
1748,sulit buka aplikasi dukung benah,1.0,negative
1749,bantu aplikasi,5.0,positive
1750,bantu dgn nya google play efisien cepat akurat informasi contoh nya yg kait dng sehat informasi yg nya moga layan manfaat orang masuk layan yg hrs jaga sukses google play,4.0,positive
1751,bantu terimakasih,5.0,positive
1752,bantu,5.0,positive
1753,aplikasi sampah gua udah vaksin tandah merah udah isi lengkap profil,1.0,negative
1754,update mudah,5.0,positive
1755,bantu,5.0,positive
1756,sangga terimakasih,5.0,positive
1757,saranuntuk input tgl lahir jgn scroll gituutk yg lahir anlama bangett,3.0,negative
1758,aplikasi juta,1.0,negative
1759,saudara tanah air indonesia gak tolong ya kasik nya,2.0,negative
1760,abis download aplikasi pedulilingkungan gk d bukak gmn ya y pilih warga negara gk da tuju mohon sulusi ya trimakasih kominfoid,1.0,negative
1761,download pas masuk klik syarat tp tombol hp suami jg daftar,1.0,negative
1762,instal tombol nex tuju coba discroll halaman utama,1.0,negative
1763,daftarr vaksin nya nik daftar laku vaksin pertamaakhirny laku daftar vaksin nik daftar puskesmas kota,1.0,negative
1764,berterimakasih alpikasi perdulilindung manfaat,5.0,positive
1765,buka aplikasi engga gimana si,1.0,negative
1766,dah faksin tp sertifikat faksinnya yg laku,1.0,negative
1767,dah vaksin ko srtivikat nya gk kluar,5.0,negative
1768,dftr gbsasudah download,1.0,negative
1769,download app ko gabisa masuk tolong sistem,1.0,negative
1770,ga buka sertifikat kali vaksin,3.0,negative
1771,ga lihat sertifikat vaksin status hijau vaksin lengkap mohon bantu,4.0,negative
1772,ga masuk tombol masuk ga discroll ga nongol,3.0,negative
1773,gk login ni tolong bantu,4.0,negative
1774,hunggi ngak hubung,5.0,negative
1775,instal aplikasi ulang hp error masuk syarat bijak mohon kait perihal,1.0,negative
1776,daftar pas login bisamohon bantu adminnya,1.0,negative
1777,kasih smntra nya lihat sertivikat ngk masak muncul suruh lengkap data pdhl udh lengkap ttp gk,2.0,negative
1778,kasih bintang lihat komentar kecewa,1.0,negative
1779,kasih bintang deh krn ngprin,5.0,positive
1780,kasih jempol aja karna ga tau bilang pokok bantu aplikasi,5.0,positive
1781,kecewa dgn layan pedulilindungi vaksin status merah,1.0,negative
1782,alami kali aplikasi update buka aplikasi laku update versi,1.0,negative
1783,koq buka aplikasi nya yahmentok bijak privasi,1.0,negative
1784,login gak,1.0,negative
1785,cek sertifikat vaksin malh sndri kasih solusi kah,3.0,negative
1786,login via no hp yg daftar kolom register ketik,1.0,negative
1787,scan boarding pass ehac kali error otomatis gimana,2.0,negative
1788,knp ya sertifikat vaksin gak tgl kemaren sdh vaksin trs cb donloud lndungi veduli cek sertivikat kosong yg sertivikat cmn vaksin pertamagimana ni,3.0,negative
1789,hapus dataaksud permbersihansdh install lagitapi nggak masuk lagiotpnya,1.0,negative
1790,tunggu sertifikat bom muncul ragu krna aplikasi cantum vaksin nya,3.0,negative
1791,senang,5.0,positive
1792,ngk check in sdh scan ngk check in sempurna,1.0,negative
1793,puas aflikasi ecek orang,1.0,positive
1794,terima kasih,5.0,positive
1795,kecewa aplikasi kemaren buka gak tuju ajadasar aplikasi spah,1.0,negative
1796,kecewa versi hp jadul ngak tulis tuju i,1.0,negative
1797,puas layan istri vaksinasi tanggal oktober dukung program perintah sambung terimakasih,5.0,positive
1798,senang aplikasi pedulilindungi,5.0,positive
1799,suka aplikasi bantu,5.0,positive
1800,sdh download aplikasi udh brp kali tp gk buka,1.0,negative
1801,sdh vaksin xhny krn dinas kotamau cek vaksin koq data ksong sdh berulangkali coba ttp g bisaberulangkasi isi email sllu ssh trdftr pdhl blum prnh pke aplikasi inikebangetannyesal unduh aplikasi nya,1.0,negative
1802,sdh vaksin keduabegitu login blm vaksingmn solusi,1.0,negative
1803,gagal akses beranda langsung cari google,1.0,negative
1804,senang sistem aplikasi bantu informasi dunia sehat kesan bantu,5.0,positive
1805,senang aplikasi pedulilindungi iniuntuk mudah masyarakat lihat sertifikatnyabahwa vaksin,4.0,positive
1806,x vaksin pas cek ko vaksin nya muncul ya,5.0,negative
1807,kali scan error trusmohon,4.0,negative
1808,ulang kali coba aja tu sertifikat vaksin munculpaspor digital ajahub sibuk terusgimana vaksin nggak muncul tu sertifikatgimana sih butuh sertifikat kerja kalo postingan sistem manusia robotmohon bikin orang bingungsaya copot aja hp apk nggak bikin sampah hptuh benerjawaban sistem wkwkwk,1.0,negative
1809,berulangkali kerap alami lihat sertifikat vaksin buka tukar akun,2.0,negative
1810,masuk aplikasi tibatiba henti,1.0,negative
1811,akun vaksin sertifikat gak muncul aplikasi,1.0,negative
1812,vaksin xudah pas sya download app ko sertifikat tolong solusi,1.0,negative
1813,vaksin september sertifikat nya dah tolong,3.0,negative
1814,vaksin sertifikat muncul terimakasih,4.0,negative
1815,vaksin yg data isi sertifikat vaksin aplikasi bingung,2.0,negative
1816,vaksin aplikasi sertifikat vaksin pas vaksin kasih bukti,4.0,negative
1817,vaksinasi pikat vaksin bom gema sih,3.0,negative
1818,vksin kemarintpi gak sertifikat,1.0,negative
1819,vaksin x surat vaksin cek aplikasi peduli lindung vaksin,1.0,negative
1820,vaksin sertifikat nongol sungguh sistem yg nob,1.0,negative
1821,divaksinhasilnya baiktidak resiko buruk kondisi tubuh normal vaksin dasar tensi darah isi formulir nakes dialogwawancara sesuai jujur sayabesok november jalan vaksin keduasaya jalan mulus kondisi tubuh normal siapterima kasih perintah pusat daerahterima kasih nakes puskesmas ritaebangproficiatsupersyallom,5.0,positive
1822,download aplikasi masuk nomor vaksin sms yg masuk hp sayasaya ajar milik ktp nik yg masuk terbacamohon solusi,2.0,negative
1823,download ga login tulis tuju nya ga muncul udah ikutin saran tulis tetep aja ga muncul tolong engga scrol gitu,1.0,negative
1824,download gk login,1.0,negative
1825,email kali kali tp tindak app sdh update hp dah otak atik cr th yg bikin masuk ttp aj hasilnyaklo cm maap doang sm srh email smua org jg ngelakuinbanyak omong tp dikit tindak yg dibutuhin tindak skg bkn maap thok gk nyaman gk nyamanbikin ssh,1.0,negative
1826,instal kali kota transportasi udara tdk coba ci mall co aplikasi tdk co coba ulang kali tdk coba uninstall coba install all hasil g masuk aplikasi pilih warga negara indonesia asing pilih wni centang tuju habis tdk lari aplikasi diam,2.0,negative
1827,instal app tuju tdk tulis ok jdi tdk,1.0,negative
1828,instal gak masuk aplikasi,1.0,negative
1829,install apk masuk pilih wni wna sya pilih wni tuju persyaratansudah klik oke tpi muncul halaman,3.0,negative
1830,login aplikasi hasil kemarin coba log out log in aplikasi nya aplikasi syarat laku kegiataan tolong perintah keluh ditanggapin kasih solusi terimakasih salam sehat,1.0,negative
1831,menginstal ulang aplikasi sertifikat vaksin muncul,3.0,negative
1832,menginstal henti halaman tuju gulir halaman,1.0,negative
1833,unduh aplikasi susah x,1.0,negative
1834,instal peduli lindung hp yg hilang skrng instal aplikasi lg hp yg bru nomor jg ecek sertifikat vaksin sdh vaksin,1.0,negative
1835,akun aplikasi instal download ulang masuk gak tolong benahin adminnya,1.0,negative
1836,restar hpsaya dwonload aplikasi pedulilindungi susah login,2.0,negative
1837,update apknya gak gak klik tolong,1.0,negative
1838,update gak masuk padah no email,1.0,negative
1839,vaksin aplikasi sertifikat dsitu nyata status merah bentuk fisik sertifikat sdh,2.0,negative
1840,vaksin minggu sertikat vaksinya mohon cerah,2.0,negative
1841,vaksin kali peduli lindung nggak sertifikat nyapadahal udah coba kalitetap nggak bisapadahal udah dimasukin nik nama sesuai ktp teetap nggak bisaalasan nya nama salah,1.0,negative
1842,vaksin kali uda sertivikat vaksin muncul mereset hp bolak cler data pedulindungi tetep aja engga muncul tolong,1.0,negative
1843,vaksin x tp sertifikat muncul yakali vaksin ulang hiks,1.0,negative
1844,vaksin status vaksin cek sertifikat vaksin gk muncul,3.0,negative
1845,vaksin dosis sertifikat sdh muncul status merah apk pedulilindungi sdh telpon n email sdh kuning hp merah suruh logout heran,3.0,negative
1846,vaksin dosis status vaksin merah sertifikat fasilitas publik bantu mohon update aplikasi terima kasih,1.0,negative
1847,vaksin kalikenapa terdaftarsiapa salah tugas aplikasi salah,1.0,negative
1848,vaksin isi formulir sertifikat vaksin,1.0,negative
1849,vaksin terima sertifikat vaksin,1.0,negative
1850,vaksin sertifikat vaksin kunjung muncul,1.0,negative
1851,vaksin sertifikat vaksin udah cek kali kali,3.0,negative
1852,vaksin status pedulilindungi kuning sertifikat vaksin data salah hubung pdhl vaksin nya,2.0,negative
1853,vaksin sertifikat nya,2.0,negative
1854,vaksin app vaksin vaksin tgl september vaksin tgl kemaren vaksin nya gimana yh ngatasinya,1.0,negative
1855,vaksin sertifikat bom aplikasi dukung hapus hubung tpi error,2.0,negative
1856,vaksin sertifikat nya,5.0,negative
1857,vaksin kolom status vaksin tulis vaksin centang hijau aneh kolom sertifikat ngak sertifikat nih aplikasisepertinya,1.0,negative
1858,vaksin nomor nik cek aplikasi vaksin lihat sertifikat vaksinasi gak muncul ya,1.0,negative
1859,vaksin ga sertifikat nya yah,1.0,negative
1860,vaksin sms pemberitahuan yg,1.0,negative
1861,vaksin sertifikat vaksinnyatapi status vaksin warna merahbelum vaksin tolong,1.0,negative
