content,sentiment
Aplikasi yang memaksakan org untuk menggunakannya... Gak mikir gimana org yg gak punya hp android.. mau kesana kesini perlu scan nih aplikasi. Gak cukup apa vaksin 2x. Bad veryy veryyy bad aplicatiin.,negative
Tanda setujunya ga muncul,negative
Maaf ka aplikasi ini yg sudah diperbarui saya juga tidak bisa login. Saya sudah coba cara alternatif mengecilkan ukuran tulisan tapi ttep saja tidak ada tombol lanjutan nya untuk login. Aplikasinya tidak bisa diakses,negative
Aplikasi pendiam. Dibuka diam tidak bergerak seperti patung yg didepan bank bca a.yani.,negative
Knapa tiap mau buka sertifikat vaksin tdk bisa?? Terbaca RELOAD...ada kesalahan...mohon penjelasan makasih,negative
"Nik saya di gunakan orang lain, kesalahan petugas dan saya merasa di rugikan . Sudah 2 Minggu email ke peduli lindungi namun belum ada titik terang . Lama penyelesaiannya",negative
"Aplikasih sampah,,,,katanya ini di haruskan untuk masyarakat... Tapi kok masuk saja nggak bisa.... Mentok di kebijakan privasi... Nggak ada lanjutan lagi.... Apaan aplikasi pemerintah??... Apaan harus beli hp barukah?... Bagaimana orng yg gak mampu... Pemerintah kok malah mepersulit rakyat... Harusnya menyediakn aplikasi yang mempermudah malah tambah mempersulit keadaan masyarakatnya... Lebih baik dirikan satu bagian tertentu di setiap daerah yang bisa langsung bekerja membut sertifikat",negative
Aplikasi napa kaga bisa login² hanya bisa minta persetujuan kaga ada tombol pilihan lainnya,negative
"Setelah di update, malah jadi susah, ga semua hp bisa membukanya. Tolong perbaharui lagi, karena tidak semua orang punya hp yg up to date",negative
"Min mending buruan deh diperbaharui biar uinya bisa discroll, buat hp yg layarnya segede gaban gak masalah, tapi kalo layar hpnya cuma 6inch mau lu kecilin sampe mentok juga gak bakal keliatan tombol lanjutnya Gak ribet kan yak, bikin begitu mah",negative
Aplikasi jelek gak ada permainan nya,negative
Masuk aplikasi tapi bergerak untuk setuju tidak bisa tapi yang lain berfungsi di aplikasi peduli cuma roll ke bawah setuju tidak bisa. Daftar via pedulilindungi.id Sudah tapi tidak praktis jadinya. Mohon solusi untuk aplikasi peduli lindungi nya thx.,negative
Ga bisa di pake apli kasi ini sangat jelek sekali,negative
Masih sulit scanbarcot informasi nya anda berada di luar radius klo lupa chekout susah chekin lg,negative
Kenapa aplikasi ini gak bisa di buka.... setelah centang persyaratan penggunaan dan privasi gak bisa lanjut lagi. Mohon segera di perbaiki lagi.,negative
Min baru instal aplikasi ini masukan no hp.aja ngak bisa kenapa ya butuh saran,negative
"dah vaksin cuma karna terpaksa, ditambah ni apk ny gaje lagi hhh",negative
"Mentok di kebijakan privasi udah saya centang dan baca tp ga berubah apa apa. Gimana wey, padahal lagi butuh banget",negative
Kok gk bisa login ya.. Ini aplikasi asli atau palsu sih...,negative
"Saya sudah mengunduh aplikasinya, tapi sangat susah buat menggunakan x,,,",negative
Tidak terlihat tombol setuju pada saat login,negative
"Aplikasi yng sangat buruk dan ga jelas, untuk masuk aja gbisa,,",negative
Ini gmna min ko mlh mentok pas mau klik stuju,negative
Tolong d perbaiki... Mau masuk daftar tidak bisa... Makasihhhhhh,negative
Kenapa ya saya login selalu nggak bisa tolong dong perbaiki aplikasinya,negative
Di hp coolpad tidak bisa di buka,negative
aneh mau verifikasi gk bisa..mentok di halaman distujui,negative
"Saya ngk bisa check in sdh di scan ngk bisa check in ,kurang sempurna",negative
Kenapa nda bisa masuk sih? Cuma mentok di syarat kebijakan privasi😤,negative
Aplikasi PeduliLindungi mengecewakan karena setelah saya tekan tombol menyetujui sudah gk ada tombol lagi / gk bisa donloud,negative
Kirain sya doang yang bsa login .. mksud nya knpa ya .. ykin bkin kesel klo emng ga bsa kpake mh ngpain di buat .. donlod pake kouta ... gmna sih tolong ga usah . Bilang mohon maaf atas ktdak nyamananya sya btuh aplkasinya berjalan dgn baik,negative
"Kodong Aplikasi pemerintah, menyedihkan !! #Uninstall",negative
Aplikasi buruk. Pembuat apk nya bego,negative
Kenapa kalau buka aplikasi peduli lindungi kok ndk bisa hanya keluar layanan telah berhenti mohon minta pencerahan,negative
Aplikasi yg buruk...banyak masalah...sudah vaksin tapi di aplikasi status masih merah(belum vaksin) Pdahal di aplikasi Sertifikat vaksin udah ada,negative
Gak masuk masuk.... Gatec ya sudah beberapa percobaan tapi masih sama.... Gak ada keterangan apa pun tentang aplikasi ini.....,negative
"Aplikasi sampah, mau masuk gk bisa, databasenya gak di input, sialan",negative
Aplikasi kok gini ya gak bisa login padahal di setiap ruang publik harus pake ini apk,negative
"Gimana si masa setelah centang persetujuan malah gak ada tombol laen. Stak di situ gk bisa kemana-mana lagi, gimana mau logikanya?",negative
Gak.bisa di buka ya saya mau lihat sertifikat vaksin saya,negative
"Saya sudah vaksin pertama dan kedua tapi kenapa ga ada sertifikat nya yah,",negative
"Ini aplikasinya gimana sih kok mau login masuk gk bisa....tolong segera di perbaiki aplikasinya..ap lgi seakarang banyak perusaha,an yg..menganjurkan kita untuk pakek aplikasi.ini..untuk scen barkot..tpi klo aplikasinya gk bisa di pakek.buat ap aplikasi ini.",negative
"ini aplikasi gimana cara loginya, masa cuma mentok di syarat penggunaan dan kebijakan privasi, ga ada tombol lanjutkan😫 aplikasi pemerintah ko kaya gini, kaya aplikasi abal2 bintang 1 lah kecewa",negative
"Aplikasi ampas mau liat sertifikat 1 dan ke 2 tidak bisa sama sekali, sudah masukkan nik dan nama pas mau liat sertifikat malah isi nik lagi aplikasi macam apa ini, bukan mempermudah malah memperibet orang, hapus saja aplikasi tidak berguna",negative
Sekarang gak bisa ngeluarin sertifikat buruk sekali,negative
Hallo kakak kok kode otp saya gak masuk di sms ya padahal saya sudah vaksin mohon kasih konfirmasi nya terkait masalah itu,negative
Apa bngt anying mau nyari sertifikat malah lama banget ngiriim kode otp nya,negative
Gak bisa di gerakan... gimana cara menggunakannya,negative
Sertifikat vaksin menghilang,negative
Setelah aplikasi ini di update aplikasi ini buruk tidak dapat di bukak,negative
"Aplikasi belum siap tayang malah di publis, pas buka sertifat vaksin malah kagak keluar. Padahal sudah di vaksin.",negative
"Jelek programnya, krg cocok dgn android, lokasinya gk terupdate otomatis .",negative
"Tidak bisa masuk aplikasi, dan tidak ada menu untuk login apapun, kenapa ya",negative
Kurang nyaman aplikasinya karena susah login kembalikan ke app sebelumnya lebih bagus,negative
Aplikasi tidak jelas...setelah diperbaharui bukannya bertambah nyaman ...malah jadi amburadul...,negative
Minta tolong lagi ya buat DEVELOPERNYA nie aplikasi kadang bisa dibuka.. Kadang log out sendiri.. Kirim email complain ga bisa.. Maunya apa sih.. Sampe ditolak masuk Mall gara2 ga aplikasinya tiba2 ga bisa di buka kan jadi malu 😭,negative
Tidak busa di buka.,negative
Tiap hari mau kerja aja susah ga ngerti lgi gw gagal check in mlu,negative
"Setelah saya mengubah ukuran font menjadi kecil banget tetap saja tidak bisa di klik ""SAYA SETUJU"" Atau mentok disitu aja terus :'(",negative
Di menu ehac mengapa ketika kita harus memilih maskapai penerbanga yang kita pilih gak bisa langsung di ketik kenapa harus memilih dan bagaimana kalau maskapai yang kita pilih gak ada di pilihan jadinya kolomnya gak bisa di isi contohnya saudi airlines di sana di pilihan gak ada saudi airlines. Terus kalau begini bagaimana mau buat e hac international nya. Mohon kepada pengembang aplikasinya di perbaiki. Kalau di versi sebelumnya tinggal ketik aja bisa.mohon perbaikanya,negative
"Kenapa sudah huruf di kecil kan di pengaturan , tp tdk muncul jg layar setujunya",negative
Karena sampai sekarang ini belum bisa digunakan olehku....,negative
Memperkaya Pemerintah,negative
Udah lama vaksin data vaksin baru 1 dan salah tanggal juga Sudah email dan complaint masih blm di perbaiki,negative
Ga muncul sertifikatnyaa,negative
"Ini yg bikin aplikasi siapa sih?! Nggak bisa digunakan tapi nyuruh orang unduh., DUNGU",negative
Akun galau.... Belum tuntas,negative
"Status saya merah dan tercatat belum vaksin, padahal saya sudah vaksin, saat dibutuhkan ga bisa dipake hanya gara2 status, ditunjukin surat vaksin dan sertifikat vaksin tetap ga diterima gara2 status masih merah, benar2 mempersulit",negative
PARAHH!!!! GAGAL LOGIN MULU!! PAKAI GOOGLE MALAH BISA CEK SERTIFIKASINYA !!,negative
Aplikasi eror tolong di baikin,negative
"Setelah diperbarui N kebijakan baru apk semua jadi jelek ni ga kaya pertama, lebih simpel N mudah di akses... Knp demikian bos.... Udh susah jangan di bikin ribet lah",negative
Masih bnyk bagian yang bug.. Harua diperbaiki lagi,negative
Aplikasi lemot lelet tidak bisa login setelah setuju dengan persyaratan malah tidak ada tombol ataupun pengarahan lainnya baru pertama download kesan pertama yang buruk kalau misalkan di tempat umum tidak dipakai jadi males sekali download. aplikasi ini harusnya lebih mempermudah malah mempersulit tolong benerin dong kalau nggak berguna buat umum juga nggak bakalan download aplikasi ini karena terpaksa,negative
Mohon sertakan jg no whatsapp utk chat pengaduan. trims.. karena lewat email pun gada respon selain autoreply mesin. Ini aplikasi penting hrusx pelayanan pun cepat. Kl ga guna ya mending hapus aj aturan cek in barcode. Ckup kasih liat surat vaksin n ktp kalo perlu. Jgn gaya2an pk app tp app nya ga guna.. Aplikasi gada pengelolanya.. email keluhan jg gada respon paraahhh,negative
Setelah saya tekan saya setuju kan suruh isi nomor teleponnya tuh nah udah ku isi nomor telepon terus tekan masuk kok ga bisa malah muncul tulisan user not found gimana ini?,negative
"Tidak bisa lihat sertifikat padahal sudah vaksin, banyak error nya",negative
"Ga bisa digunakan,susah cari tombol setuju dgn s&k.ukuran huruf sudah di perkecil di pengaturan,tetap tdk muncul tombol klik setujunya. Kayanya aplikasi nya harus diperbaiki ukuran huruf nya,biar bisa digunakan di semua hp.",negative
Menu chek out selalu hilang tanpa sebab,negative
Ini gmna pak kok ada bug di redmi 5a mau scan barcod ga bisa padahal di apk laen buat scan barcod lancar,negative
Aplikasi ga jelas.. sudah vaksin pertama waktu itu udah muncul sertifikat yg pertama setelah di update malah ga muncul sertifikat nya.. tiap cek in error mulu.. payah,negative
login gak bisa aplikasi apa ini untuk di bawa pergi pergi gak bisa di manapun semua ditolak tolong perbaiki,negative
"Saya tidak bisa log in di karena kan tidak bs d scrol. Karena layar hp sy tidak besar mohon di perbaiki kembali untuk segala layar. Sudah saya perkecil jg font nya tetap tidak bisa. Sy pakai Samsung J1 mini, layarnya mini jg nich hp",negative
Jelek sekali susah masuk,negative
"aplikasi suka eror , Tolol",negative
Aplikasinya gak berguna gak da respon samasekali.wajib di hapus dari apl playstore,negative
"Tolong diperbaiki aplikasinya, saya perlu aplikasinya untuk sekolah! Aplikasi proses hanya mentok sampai di pengisian centang ""Dengan menyatakan Setuju, Anda menerima segala isi Syarat Penggunaan dan Kebijakan Privasi yang baru."" Jadi saya mohon untuk segera dibenahi. Sekian & terima kasih.",negative
Nggak bisa masul halaman login/signin tolong team IT perbaiki masalah ini segera,negative
Aplikasi ini tidak dapat di operasikan sama sekali,negative
Gk Bis login kulaporin aplikasi spam tau rasa Apa lihat lihat gk usah dibales pasti gk guna balesanmu admin,negative
Tolong donk perbaiki aplikasi nya gak bisa di buka.cuma sampe di perjajian doank.ukuran huruf nya udah saya kecilin paling kecil.tetap gak bisa,negative
Brengsek !!! Aplikasi di updated malah banyak bikin masalah. Selalu gagal masuk dll,negative
"Tolonglah min, aplikasinya gabisa di scroll atau dikecilkan, setelah tap persetujuan di awal gabisa login.",negative
"Payah,,,mkin susah buat cek in",negative
"kenapa punya saya sudah di perkecil hurufnya masih gk keluar""saya setuju""",negative
gimana sih mau login gak bisa. di perbarui malah tmbah nyulitin orang mau kerja. gak bisa login woeeeeee,negative
Login eror pas udah milih warga negara centang persetujuan ga bisa di scroll ke bawah buat klik tombol next ga mendukung buat semua perangkat tolong di perbaiki lagi,negative
Tidak bisa dibuka,negative
Apk ga berguna. Ga bisa d gunain.,negative
Gabisa log in gimana ini padahal baru update,negative
Kenapa susah sekali menggunakan aplikasinya? Bahkan setelah diperbaharui,negative
Apknya susah gk bisa di pake hapus aja lh,negative
Lemot bnget.tdk bisa login.tdk bisa d kecilkan,negative
Kenapa nggak bisa ke buka,negative
Gk bisa login tombol sayanya mana...ukuran huruf sudah aku seting ke ukuran yang paling kecil sampe sampe gk bisa kebaca saking kecilnya tp tetap saja tombol sayanya msh blm keliatan......,negative
Tidak bisa cek in,negative
Apk gak jelas gak bisa cek sertifikat vaksin,negative
jelek sekalj aplikasinya... mau login aja susah... tolong lah diperbaiki... jangan buat susah orang.,negative
"Gak bisa login, aplikasi gembeeeeeeeeeeeeeeel",negative
Suka berubah nama sendiri ke nama orang lain yg masih satu kartu keluarga ... bikin ribet.. !!!,negative
Ini kenapa tetep di syarat penggunaan dan kebijakan privasi terus. Gk bisAa login,negative
Saya udah beberapa kali coba login tapi tetap nggak bisa,negative
"Seluruh urusan administrasi sampai pekerjaan DIWAJIBKAN pakai sertifikat vaksin, tapi mau dapet sertifikat saja dipersulit. Tolonglah diperbaiki sistem dan pelayanannya.",negative
"Sertifikat saya ngk muncul"" pdhal udah ada tadi pernyataan vaksin pertama",negative
Aplikasi koq ga bisa dibuka..kaya hp cuma mentok di logo aja. Buatlah yg mudah dgn versi rendah supaya semua rakyat bisa menggunakan. Kepentingan nasional ga usah ribetlah..,negative
Punya saya kok gak bisa masuk cuma bisa sampek syarat penggunan & kebijakan privasi mintak tolong dari IT nya.,negative
NgeStuck di bagian persetujuan tok gak ada lanjutan aplikasi rusak,negative
Saya udah vaksin ke 16 tgl 16 Oktober 2021 tp sampai sekarang belum keluar sertifikat nya.ini aplikasi hanya buat kecewa😡😡😡😡,negative
"Jelek, mau liat sertifikat vaksin, tapi ga bisa isi data diri, gimana sih",negative
Percuma didonlod...nggk bisa terbuka..cuma batas centang aja.,negative
"Setelah centang setuju di awal page, page tidak bisa di scroll, sudah menggunakan font paling kecil juga masih berada sangat di bawah dan juga tetap tidak bisa scroll.",negative
"Kok g bisa kebuka, cuma disuruh centang doang g ada seting apa2 selain ganti bhs doang",negative
"Bikin pusing nih aplikasi wajib tp kaga bisa di pakai y,aduhh repottt bgt",negative
aplikasi error tapi bukan segera di perbaiki..gimana mau ada bukti pernah vaksin ke 1 kalo aplikasinya error..,negative
Kasih bintang 1 Ngak bisa di pake aplikasinya Trus buat apa ini dibuat Ngak bisa ambil sertifikat...,negative
"emak gw udah vaksin dosis 2 dan lagi butuh sertifikat eh pas di cek malah katanya belum ada. gimana si anjir niat ga si ngembangin nih apk, kalo mau niat ngembangin bikin dong kayak : gojek, b.yu dll yg user friendly, kekinian, bahasanya udah gampang di pahami soalnya udah kayak chattingan",negative
APLIKASI SAMPAH . MASA DATA TIDAK SESUAI TERUS SAMA KTP. JELAS2 UDAH VAKSIN 2 KALI DAN TURUN SERTIFIKATNYA .PAS DI CEK MALAH GA BISA LAGI . TERUS ITU SERTIFIKAT TURUN DARI GOT ?,negative
"setelah update,. sertifikat vaksin malah hilang..",negative
Buruk sekali bikin pusing,negative
Apaan gjls sertifikat nya ga muncul muncul padahal udah vaksin,negative
"Setelah login dan sudah memasukkan nik malah ngestuck dan muncul notif ""peduli lindungi telah berhenti"" gitu2 terus hadehhhh Solusi nya bos",negative
"Saya sudah pernah instal peduli lindungi di HP saya yg hilang, dan skrng saya instal aplikasi ini lg ke HP saya yg bru menggunakan nomor baru jg, namun tidak bisa mengecek sertifikat vaksin saya, padahal saya sdh vaksin ke 2",negative
"kenapa saat sudah menekan warga indonesia malah hanya sampai centang persetujuan?? tidak bisa dipakai, tidak ada gunanya tapi malah disuruh download untuk liat sertifikat vaksinnya, bagaimana inii???",negative
"Error bangsulll apps ga guna, gabisa masuk hasil test anti gen .. Mengecewakan",negative
